Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_1_cat,Symptom_2_cat,Symptom_3_cat,Symptom_4_cat,Symptom_5_cat,Symptom_6_cat,Symptom_7_cat,Symptom_8_cat,Symptom_9_cat,Symptom_10_cat,Symptom_11_cat,Symptom_12_cat,Symptom_13_cat,Symptom_14_cat,Symptom_15_cat,Symptom_16_cat,Symptom_17_cat
Common Cold,continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,None,7,5,2,22,8,100,97,105,111,119,126,129,130,21,132,101,74
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,None,7,5,2,22,34,100,97,105,111,119,126,129,130,21,132,101,74
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,None,7,5,2,22,34,8,97,105,111,119,126,129,130,21,132,101,74
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,None,7,5,2,22,34,8,100,105,111,119,126,129,130,21,132,101,74
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,2,22,34,18,38,97,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,5,2,22,34,18,38,97,105,21,98,120,74,74,74,74,74,74
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,5,2,22,34,18,38,97,105,21,98,120,74,74,74,74,74,74
Pneumonia,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,2,22,34,18,38,97,105,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,22,34,18,38,97,105,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,2,34,18,38,97,105,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,2,22,18,38,97,105,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,2,22,34,38,97,105,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,2,22,34,18,97,105,21,98,120,74,74,74,74,74,74,74
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum,None,None,None,None,None,None,None,5,2,22,34,18,38,105,21,98,120,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,None,27,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,None,11,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,None,11,27,70,87,74,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,87,74,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,None,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,70,74,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,None,None,None,None,None,None,None,None,None,None,None,None,11,27,49,70,87,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,breathlessness,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,1,18,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,breathlessness,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,1,18,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,breathlessness,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,breathlessness,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,18,21,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,breathlessness,sweating,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,18,38,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,breathlessness,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,1,18,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,breathlessness,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,sweating,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,38,21,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Heart attack,vomiting,breathlessness,chest_pain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,18,21,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,2,28,53,69,84,92,94,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,2,28,53,69,84,92,94,74,74,74,74,74,74,74,74,74,74
Varicose veins,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,28,53,69,84,92,94,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,2,53,69,84,92,94,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,2,28,69,84,92,94,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,2,28,53,84,92,94,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,2,28,53,69,92,94,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,2,28,53,69,84,94,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,None,None,None,None,None,None,None,None,None,None,None,2,28,53,69,84,92,74,74,74,74,74,74,74,74,74,74,74
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,None,None,None,None,None,None,None,None,None,None,None,2,28,53,69,84,94,74,74,74,74,74,74,74,74,74,74,74
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,2,17,44,30,52,37,95,102,109,112,99,106,121,74,74,74,74
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,2,17,44,30,52,37,95,102,109,112,99,106,121,74,74,74,74
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,17,44,30,52,37,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,17,44,30,52,37,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,2,44,30,52,37,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,2,17,30,52,37,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,2,17,44,52,37,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,2,17,44,30,37,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,2,17,44,30,52,95,102,109,112,99,106,121,74,74,74,74,74
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,None,None,None,None,None,2,17,44,30,52,37,102,109,112,99,106,121,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,2,30,29,47,38,56,98,82,12,106,121,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,2,30,29,47,38,56,98,82,12,106,121,74,74,74,74,74,74
Hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,30,29,47,38,56,98,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,29,47,38,56,98,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,30,47,38,56,98,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,30,29,38,56,98,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,30,29,47,56,98,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,30,29,47,38,98,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,30,29,47,38,56,82,12,106,121,74,74,74,74,74,74,74
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation,None,None,None,None,None,None,None,2,30,29,47,38,56,98,12,106,121,74,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,2,51,38,8,40,65,82,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,1,2,51,38,8,40,65,82,110,113,106,127,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,1,2,51,38,8,40,65,82,110,113,106,127,74,74,74,74,74
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,2,51,38,8,40,65,82,110,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,51,38,8,40,65,82,110,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,2,38,8,40,65,82,110,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,2,51,8,40,65,82,110,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,2,51,38,40,65,82,110,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,2,51,38,8,65,82,110,113,106,127,74,74,74,74,74,74
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,None,None,None,None,None,None,1,2,51,38,8,40,82,110,113,106,127,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,6,31,55,72,50,81,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,6,31,55,72,50,81,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,31,55,72,50,81,74,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,6,55,72,50,81,74,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,6,31,72,50,81,74,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,6,31,55,50,81,74,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,6,31,55,72,81,74,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,None,None,None,None,None,None,None,None,None,None,None,None,6,31,55,72,50,74,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,6,31,55,72,50,81,74,74,74,74,74,74,74,74,74,74,74
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,6,31,55,72,50,81,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,None,32,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,None,12,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,None,12,32,71,81,74,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,81,74,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,None,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,71,74,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,None,None,None,None,None,None,None,None,None,None,None,None,12,32,50,71,81,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,1,8,40,73,61,90,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,1,8,40,73,61,90,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,None,8,40,73,61,90,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,None,1,40,73,61,90,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,None,1,8,73,61,90,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,None,1,8,40,61,90,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,None,1,8,40,73,90,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,None,None,None,None,None,None,None,None,None,None,None,None,1,8,40,73,61,74,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,1,8,40,73,61,90,74,74,74,74,74,74,74,74,74,74,74
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,None,None,None,None,None,None,None,None,None,None,None,None,1,8,40,61,90,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,45,64,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,45,64,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,pus_filled_pimples,blackheads,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33,45,64,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,blackheads,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,45,64,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,64,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,blackheads,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,45,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,45,64,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,blackheads,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,45,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,pus_filled_pimples,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,33,64,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Acne,skin_rash,blackheads,scurring,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,45,64,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,43,58,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,43,58,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16,43,58,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,foul_smell_ofurine,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,43,58,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,58,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_ofurine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,43,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,43,58,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,58,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16,43,58,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,16,58,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,None,None,None,None,None,None,None,None,None,None,None,4,6,48,67,85,93,74,74,74,74,74,74,74,74,74,74,74
